generation_time,project,bug_id,test_id,coverage
30,Closure,119,1,4.05
30,Closure,119,2,15.03
30,Closure,119,3,11.27
30,Closure,119,4,10.12
30,Closure,120,0,12.58
30,Closure,120,1,9.27
30,Closure,120,2,9.27
30,Closure,120,3,14.57
30,Closure,120,4,5.96
30,Closure,121,0,1.25
30,Closure,121,1,1.25
30,Closure,121,2,1.25
30,Closure,121,3,1.25
30,Closure,121,4,1.25
30,Closure,122,0,8.43
30,Closure,122,1,8.43
30,Closure,122,2,7.3
30,Closure,122,3,11.52
30,Closure,122,4,8.43
30,Closure,123,0,12.58
30,Closure,123,1,13.81
30,Closure,123,2,10.72
30,Closure,123,3,12.99
30,Closure,123,4,13.4
30,Closure,124,0,4.41
30,Closure,124,1,4.41
30,Closure,124,2,4.41
30,Closure,124,3,4.41
30,Closure,124,4,4.41
30,Closure,125,0,3.18
30,Closure,125,1,0.0
30,Closure,125,2,0.0
30,Closure,125,3,0.0
30,Closure,125,4,0.0
30,Closure,126,0,19.4
30,Closure,126,1,22.39
30,Closure,126,2,19.4
30,Closure,126,3,11.94
30,Closure,126,4,23.88
30,Closure,127,0,0.0
30,Closure,127,1,0.0
30,Closure,127,2,0.0
30,Closure,127,3,0.0
30,Closure,127,4,0.0
30,Closure,128,0,10.02
30,Closure,128,1,13.78
30,Closure,128,2,13.57
30,Closure,128,3,11.27
30,Closure,128,4,14.2
30,Closure,129,0,20.75
30,Closure,129,1,22.64
30,Closure,129,2,39.62
30,Closure,129,3,30.19
30,Closure,129,4,18.87
30,Closure,130,0,3.01
30,Closure,130,1,3.01
30,Closure,130,2,3.01
30,Closure,130,3,3.01
30,Closure,130,4,3.01
30,Closure,131,0,66.27
30,Closure,131,1,66.86
30,Closure,131,2,63.91
30,Closure,131,3,71.6
30,Closure,131,4,66.86
30,Closure,132,0,7.65
30,Closure,132,1,5.41
30,Closure,132,2,9.14
30,Closure,132,3,11.94
30,Closure,132,4,2.8
30,Closure,133,0,20.92
30,Closure,133,1,16.49
30,Closure,133,2,18.47
30,Closure,133,3,19.85
30,Closure,133,4,17.56
30,Closure,134,0,5.41
30,Closure,134,1,4.54
30,Closure,134,2,4.89
30,Closure,134,3,5.06
30,Closure,134,4,9.42
30,Closure,135,0,11.73
30,Closure,135,1,9.88
30,Closure,135,2,9.57
30,Closure,135,3,12.35
30,Closure,135,4,9.88
30,Closure,136,0,9.29
30,Closure,136,1,20.0
30,Closure,136,2,15.71
